,Wind Speed
3346,T. Depression
3347,Category 1
3348,Category 3
3349,T. Storm
3350,Category 1
3351,Category 1
3352,T. Storm
3353,Category 1
3354,T. Depression
3355,T. Storm
3356,Category 3
3357,T. Depression
3358,T. Storm
3359,T. Depression
3360,T. Storm
3361,T. Storm
3362,T. Depression
3363,T. Storm
3364,Category 2
3365,T. Storm
3366,T. Storm
3367,T. Depression
3368,T. Storm
3369,Category 3
3370,Category 3
3371,T. Depression
3372,T. Storm
3373,T. Storm
3374,T. Storm
3375,Category 3
3376,Category 2
3377,T. Storm
3378,Category 3
3379,T. Depression
3380,Category 3
3381,Category 3
3382,T. Depression
3383,T. Depression
3384,T. Storm
3385,Category 2
3386,Category 2
3387,Category 1
3388,T. Depression
3389,T. Storm
3390,T. Storm
3391,Category 2
3392,Category 3
3393,T. Storm
3394,Category 3
3395,Category 2
3396,T. Depression
3397,Category 1
3398,Category 3
3399,T. Depression
3400,T. Depression
3401,Category 1
3402,T. Storm
3403,Category 2
3404,T. Depression
3405,Category 1
3406,T. Storm
3407,Category 3
3408,Category 1
3409,Category 3
3410,T. Depression
3411,Category 3
3412,T. Depression
3413,Category 1
3414,T. Storm
3415,T. Depression
3416,T. Storm
3417,T. Storm
3418,Category 3
3419,T. Depression
3420,Category 1
3421,Category 3
3422,Category 1
3423,T. Storm
3424,Category 1
3425,T. Storm
3426,Category 3
3427,T. Storm
3428,T. Depression
3429,Category 1
3430,T. Depression
3431,Category 3
3432,Category 3
3433,T. Storm
3434,T. Storm
3435,T. Storm
3436,Category 1
3437,Category 1
3438,T. Storm
3439,Category 1
3440,T. Depression
3441,T. Storm
3442,T. Storm
3443,Category 2
3444,Category 1
3445,T. Storm
3446,Category 3
3447,T. Storm
3448,Category 1
3449,T. Storm
3450,T. Depression
3451,T. Storm
3452,Category 2
3453,T. Depression
3454,T. Storm
3455,T. Storm
3456,Category 3
3457,T. Storm
3458,Category 3
3459,T. Storm
3460,T. Depression
3461,T. Storm
3462,T. Depression
3463,T. Storm
3464,T. Storm
3465,Category 3
3466,Category 1
3467,T. Depression
3468,T. Storm
3469,Category 3
3470,T. Storm
3471,T. Storm
3472,T. Storm
3473,Category 2
3474,T. Depression
3475,T. Depression
3476,T. Depression
3477,T. Storm
3478,T. Storm
3479,Category 1
3480,T. Depression
3481,T. Storm
3482,T. Storm
3483,Category 3
3484,T. Storm
3485,T. Storm
3486,T. Depression
3487,T. Storm
3488,T. Depression
3489,T. Depression
3490,T. Depression
3491,T. Depression
3492,T. Depression
3493,Category 2
3494,T. Depression
3495,T. Depression
3496,T. Depression
3497,Category 3
3498,T. Depression
3499,T. Depression
3500,T. Storm
3501,Category 1
3502,T. Depression
3503,Category 3
3504,T. Storm
3505,T. Depression
3506,Category 3
3507,T. Storm
3508,Category 3
3509,Category 1
3510,T. Storm
3511,T. Storm
3512,Category 1
3513,Category 3
3514,T. Depression
3515,T. Storm
3516,Category 1
3517,T. Storm
3518,Category 3
3519,T. Depression
3520,T. Storm
3521,T. Storm
3522,Category 3
3523,Category 1
3524,T. Depression
3525,T. Depression
3526,T. Depression
3527,T. Storm
3528,Category 1
3529,Category 3
3530,T. Depression
3531,T. Depression
3532,T. Depression
3533,T. Storm
3534,Category 1
3535,T. Depression
3536,T. Storm
3537,T. Storm
3538,T. Storm
3539,Category 3
3540,T. Depression
3541,Category 2
3542,T. Storm
3543,T. Depression
3544,T. Depression
3545,T. Storm
3546,T. Storm
3547,T. Depression
3548,T. Depression
3549,T. Depression
3550,T. Storm
3551,T. Depression
3552,Category 2
3553,Category 3
3554,Category 3
3555,T. Storm
3556,T. Storm
3557,Category 1
3558,Category 3
3559,T. Storm
3560,Category 3
3561,Category 2
3562,T. Depression
3563,T. Storm
3564,Category 1
3565,Category 1
3566,Category 1
3567,T. Storm
3568,T. Storm
3569,Category 3
3570,Category 3
3571,Category 1
3572,T. Depression
3573,T. Storm
3574,T. Storm
3575,T. Depression
3576,T. Depression
3577,T. Storm
3578,T. Depression
3579,T. Depression
3580,Category 3
3581,Category 1
3582,Category 3
3583,T. Depression
3584,T. Storm
3585,T. Depression
3586,T. Depression
3587,T. Depression
3588,Category 2
3589,Category 2
3590,Category 1
3591,Category 1
3592,T. Depression
3593,T. Depression
3594,Category 3
3595,Category 1
3596,Category 3
3597,Category 3
3598,T. Depression
3599,T. Depression
3600,T. Storm
3601,T. Storm
3602,T. Depression
3603,T. Depression
3604,T. Storm
3605,T. Storm
3606,T. Depression
3607,T. Storm
3608,T. Depression
3609,T. Storm
3610,Category 3
3611,T. Depression
3612,Category 1
3613,Category 1
3614,T. Storm
3615,Category 3
3616,T. Storm
3617,Category 3
3618,T. Storm
3619,T. Depression
3620,Category 2
3621,Category 1
3622,T. Storm
3623,Category 3
3624,T. Depression
3625,Category 1
3626,Category 3
3627,Category 1
3628,T. Storm
3629,T. Depression
3630,Category 3
3631,Category 1
3632,T. Storm
3633,T. Depression
3634,Category 3
3635,Category 1
3636,Category 1
3637,Category 3
3638,T. Storm
3639,T. Storm
3640,T. Depression
3641,T. Depression
3642,T. Depression
3643,T. Depression
3644,T. Depression
3645,Category 3
3646,T. Storm
3647,Category 3
3648,T. Storm
3649,T. Depression
3650,Category 2
3651,Category 3
3652,T. Storm
3653,T. Depression
3654,Category 2
3655,T. Depression
3656,Category 2
3657,T. Depression
3658,Category 3
3659,T. Storm
3660,T. Storm
3661,T. Storm
3662,T. Storm
3663,T. Depression
3664,T. Storm
3665,Category 1
3666,T. Depression
3667,T. Depression
3668,Category 2
3669,T. Storm
3670,T. Depression
3671,T. Storm
3672,Category 3
3673,Category 1
3674,T. Storm
3675,T. Depression
3676,T. Depression
3677,Category 3
3678,Category 3
3679,Category 1
3680,T. Storm
3681,T. Depression
3682,T. Storm
3683,T. Depression
3684,T. Depression
3685,T. Depression
3686,T. Depression
3687,Category 3
3688,T. Storm
3689,T. Depression
3690,Category 3
3691,Category 3
3692,T. Depression
3693,T. Depression
3694,T. Depression
3695,T. Storm
3696,T. Storm
3697,T. Depression
3698,T. Depression
3699,Category 3
3700,T. Depression
3701,T. Depression
3702,T. Storm
3703,Category 1
3704,Category 2
3705,Category 2
3706,T. Depression
3707,T. Storm
3708,Category 1
3709,T. Depression
3710,T. Depression
3711,Category 3
3712,T. Depression
3713,Category 1
3714,T. Depression
3715,Category 1
3716,T. Storm
3717,T. Storm
3718,T. Storm
3719,Category 1
3720,T. Depression
3721,Category 1
3722,Category 3
3723,T. Depression
3724,T. Storm
3725,Category 3
3726,T. Depression
3727,T. Storm
3728,Category 2
3729,T. Storm
3730,T. Depression
3731,T. Depression
3732,T. Depression
3733,T. Depression
3734,Category 1
3735,T. Storm
3736,T. Depression
3737,T. Depression
3738,Category 1
3739,Category 3
3740,Category 3
3741,T. Depression
3742,T. Storm
3743,T. Storm
3744,T. Depression
3745,Category 3
3746,T. Storm
3747,T. Depression
3748,T. Depression
3749,T. Depression
3750,Category 3
3751,Category 1
3752,Category 3
3753,Category 3
3754,T. Storm
3755,T. Depression
3756,T. Depression
3757,T. Storm
3758,Category 1
3759,T. Depression
3760,T. Depression
3761,Category 1
3762,Category 1
3763,T. Depression
3764,Category 3
3765,T. Storm
3766,T. Depression
3767,T. Depression
3768,T. Depression
3769,Category 3
3770,T. Depression
3771,Category 3
3772,T. Storm
3773,T. Storm
3774,Category 3
3775,T. Storm
3776,T. Depression
3777,T. Storm
3778,T. Storm
3779,T. Depression
3780,Category 3
3781,T. Depression
3782,T. Depression
3783,Category 1
3784,Category 3
3785,Category 3
3786,T. Storm
3787,T. Storm
3788,T. Storm
3789,Category 3
3790,Category 3
3791,Category 1
3792,T. Depression
3793,Category 3
3794,T. Storm
3795,T. Depression
3796,T. Depression
3797,T. Depression
3798,T. Storm
3799,Category 1
3800,Category 1
3801,T. Depression
3802,Category 3
3803,Category 3
3804,T. Depression
3805,T. Storm
3806,T. Depression
3807,Category 1
3808,T. Depression
3809,T. Storm
3810,Category 3
3811,Category 2
3812,Category 1
3813,Category 1
3814,T. Storm
3815,Category 2
3816,T. Storm
3817,Category 3
3818,T. Depression
3819,Category 3
3820,T. Storm
3821,Category 1
3822,T. Storm
3823,T. Depression
3824,T. Storm
3825,T. Storm
3826,Category 3
3827,T. Depression
3828,T. Storm
3829,T. Storm
3830,Category 2
3831,T. Storm
3832,T. Storm
3833,T. Depression
3834,T. Depression
3835,T. Storm
3836,T. Storm
3837,T. Depression
3838,T. Depression
3839,T. Depression
3840,T. Depression
3841,T. Depression
3842,Category 2
3843,Category 3
3844,T. Storm
3845,T. Storm
3846,T. Depression
3847,Category 3
3848,Category 3
3849,T. Depression
3850,T. Depression
3851,Category 3
3852,T. Depression
3853,T. Storm
3854,Category 1
3855,T. Depression
3856,T. Depression
3857,T. Depression
3858,T. Depression
3859,T. Storm
3860,Category 2
3861,Category 3
3862,T. Storm
3863,Category 1
3864,Category 3
3865,Category 3
3866,T. Depression
3867,T. Storm
3868,T. Depression
3869,T. Depression
3870,T. Depression
3871,T. Storm
3872,T. Depression
3873,T. Storm
3874,T. Storm
3875,Category 1
3876,Category 3
3877,T. Storm
3878,T. Depression
3879,T. Depression
3880,T. Storm
3881,Category 1
3882,T. Depression
3883,Category 1
3884,T. Depression
3885,T. Depression
3886,Category 3
3887,T. Depression
3888,T. Depression
3889,T. Depression
3890,T. Storm
3891,Category 3
3892,T. Storm
3893,Category 2
3894,T. Depression
3895,Category 3
3896,T. Storm
3897,T. Depression
3898,T. Storm
3899,T. Storm
3900,T. Storm
3901,T. Depression
3902,Category 3
3903,T. Storm
3904,T. Depression
3905,Category 1
3906,T. Storm
3907,T. Storm
3908,Category 2
3909,T. Depression
3910,T. Depression
3911,T. Depression
3912,T. Depression
3913,Category 1
3914,Category 1
3915,Category 1
3916,T. Depression
3917,Category 3
3918,Category 3
3919,Category 1
3920,T. Depression
3921,T. Depression
3922,T. Depression
3923,Category 3
3924,T. Storm
3925,T. Storm
3926,T. Storm
3927,Category 2
3928,T. Depression
3929,Category 1
3930,T. Depression
3931,T. Storm
3932,T. Storm
3933,T. Storm
3934,T. Depression
3935,T. Depression
3936,T. Storm
3937,T. Depression
3938,Category 2
3939,T. Depression
3940,T. Depression
3941,Category 2
3942,T. Storm
3943,T. Depression
3944,Category 3
3945,Category 1
3946,T. Storm
3947,T. Depression
3948,T. Storm
3949,T. Depression
3950,Category 3
3951,Category 3
3952,Category 3
3953,Category 1
3954,Category 2
3955,T. Depression
3956,Category 2
3957,Category 3
3958,T. Storm
3959,T. Depression
3960,T. Storm
3961,T. Storm
3962,T. Storm
3963,Category 3
3964,T. Depression
3965,T. Storm
3966,Category 2
3967,T. Depression
3968,Category 3
3969,T. Storm
3970,Category 1
3971,Category 1
3972,T. Storm
3973,Category 2
3974,T. Storm
3975,T. Storm
3976,Category 1
3977,T. Depression
3978,T. Storm
3979,T. Depression
3980,Category 3
3981,Category 1
3982,T. Depression
3983,T. Storm
3984,Category 2
3985,T. Storm
3986,Category 3
3987,T. Depression
3988,Category 1
3989,Category 3
3990,Category 2
3991,Category 3
3992,T. Storm
3993,T. Depression
3994,T. Depression
3995,T. Storm
3996,Category 1
3997,T. Storm
3998,T. Storm
3999,Category 3
4000,T. Storm
4001,T. Depression
4002,Category 1
4003,T. Depression
4004,Category 3
4005,Category 3
4006,T. Storm
4007,Category 1
4008,Category 1
4009,T. Depression
4010,T. Storm
4011,Category 3
4012,T. Depression
4013,T. Storm
4014,T. Depression
4015,Category 2
4016,T. Depression
4017,Category 1
4018,Category 3
4019,T. Storm
4020,T. Depression
4021,T. Storm
4022,T. Depression
4023,T. Depression
4024,T. Storm
4025,T. Storm
4026,Category 2
4027,Category 1
4028,Category 1
4029,T. Storm
4030,T. Depression
4031,T. Depression
4032,Category 1
4033,Category 3
4034,Category 3
4035,T. Storm
4036,T. Storm
4037,T. Storm
4038,T. Depression
4039,T. Storm
4040,T. Depression
4041,T. Storm
4042,T. Storm
4043,Category 2
4044,T. Depression
4045,T. Depression
4046,Category 3
4047,T. Storm
4048,T. Storm
4049,Category 3
4050,T. Storm
4051,Category 1
4052,T. Storm
4053,T. Depression
4054,Category 3
4055,T. Storm
4056,T. Storm
4057,T. Depression
4058,T. Storm
4059,Category 1
4060,T. Depression
4061,T. Storm
4062,T. Storm
4063,T. Depression
4064,Category 1
4065,Category 3
4066,T. Storm
4067,T. Depression
4068,Category 3
4069,T. Storm
4070,T. Storm
4071,T. Depression
4072,Category 3
4073,Category 3
4074,T. Storm
4075,Category 3
4076,Category 1
4077,T. Depression
4078,T. Storm
4079,Category 3
4080,Category 3
4081,T. Storm
4082,T. Storm
4083,T. Storm
4084,T. Storm
4085,T. Depression
4086,T. Depression
4087,Category 2
4088,T. Storm
4089,Category 3
4090,T. Depression
4091,Category 3
4092,Category 1
4093,Category 3
4094,T. Depression
4095,T. Depression
4096,Category 1
4097,Category 2
4098,T. Storm
4099,T. Depression
4100,T. Storm
4101,T. Storm
4102,T. Depression
4103,T. Depression
4104,T. Depression
4105,T. Depression
4106,Category 3
4107,T. Depression
4108,Category 3
4109,T. Depression
4110,Category 3
4111,Category 1
4112,Category 3
4113,T. Depression
4114,Category 3
4115,T. Storm
4116,T. Storm
4117,T. Storm
4118,T. Depression
4119,T. Storm
4120,T. Storm
4121,Category 3
4122,T. Depression
4123,T. Storm
4124,T. Storm
4125,T. Storm
4126,T. Storm
4127,Category 3
4128,T. Storm
4129,T. Depression
4130,T. Storm
4131,T. Depression
4132,Category 1
4133,T. Depression
4134,T. Depression
4135,T. Storm
4136,Category 2
4137,T. Storm
4138,T. Depression
4139,T. Depression
4140,T. Storm
4141,T. Storm
4142,Category 2
4143,T. Depression
4144,T. Depression
4145,T. Depression
4146,Category 1
4147,T. Depression
4148,T. Storm
4149,T. Storm
4150,T. Depression
4151,T. Storm
4152,T. Storm
4153,T. Depression
4154,Category 2
4155,Category 1
4156,T. Depression
4157,T. Storm
4158,T. Storm
4159,T. Depression
4160,T. Depression
4161,Category 1
4162,T. Depression
4163,T. Storm
4164,T. Storm
4165,T. Depression
4166,Category 1
4167,Category 1
4168,T. Depression
4169,Category 3
4170,Category 3
4171,T. Depression
4172,T. Depression
4173,T. Storm
4174,T. Depression
4175,Category 2
4176,Category 1
4177,Category 3
4178,T. Storm
4179,Category 3
4180,T. Storm
4181,T. Storm
4182,T. Storm
4183,T. Storm
4184,T. Depression
4185,Category 3
4186,Category 1
4187,Category 1
4188,Category 3
4189,Category 1
4190,T. Storm
4191,T. Storm
4192,T. Depression
4193,T. Storm
4194,T. Storm
4195,T. Depression
4196,T. Storm
4197,T. Depression
4198,T. Storm
4199,T. Storm
4200,T. Depression
4201,Category 3
4202,T. Depression
4203,Category 2
4204,T. Depression
4205,T. Storm
4206,T. Depression
4207,T. Depression
4208,T. Depression
4209,T. Storm
4210,T. Depression
4211,T. Depression
4212,T. Storm
4213,T. Storm
4214,T. Depression
4215,Category 3
4216,T. Depression
4217,Category 3
4218,T. Depression
4219,Category 3
4220,T. Depression
4221,Category 3
4222,T. Depression
4223,T. Depression
4224,T. Storm
4225,T. Storm
4226,T. Storm
4227,Category 2
4228,T. Depression
4229,Category 3
4230,Category 3
4231,T. Storm
4232,T. Depression
4233,T. Storm
4234,T. Depression
4235,T. Storm
4236,T. Storm
4237,T. Depression
4238,Category 3
4239,T. Depression
4240,Category 3
4241,T. Storm
4242,T. Depression
4243,Category 3
4244,Category 3
4245,T. Storm
4246,Category 3
4247,Category 1
4248,T. Storm
4249,Category 3
4250,Category 3
4251,T. Storm
4252,T. Depression
4253,T. Depression
4254,T. Depression
4255,T. Storm
4256,T. Storm
4257,T. Depression
4258,Category 2
4259,Category 3
4260,T. Storm
4261,T. Depression
4262,Category 3
4263,Category 1
4264,T. Storm
4265,T. Depression
4266,T. Storm
4267,Category 3
4268,T. Storm
4269,Category 3
4270,T. Storm
4271,Category 3
4272,T. Storm
4273,Category 2
4274,T. Depression
4275,T. Storm
4276,Category 3
4277,Category 3
4278,T. Depression
4279,T. Storm
4280,Category 1
4281,Category 3
4282,T. Storm
4283,T. Storm
4284,T. Depression
4285,T. Depression
4286,T. Depression
4287,T. Storm
4288,T. Storm
4289,Category 2
4290,Category 3
4291,Category 3
4292,Category 3
4293,T. Depression
4294,Category 2
4295,Category 1
4296,T. Depression
4297,T. Depression
4298,T. Storm
4299,Category 3
4300,T. Storm
4301,T. Storm
4302,T. Storm
4303,T. Storm
4304,T. Depression
4305,T. Depression
4306,Category 1
4307,T. Depression
4308,T. Storm
4309,Category 3
4310,Category 1
4311,T. Depression
4312,Category 3
4313,T. Depression
4314,T. Depression
4315,T. Storm
4316,Category 3
4317,Category 1
4318,T. Depression
4319,T. Storm
4320,T. Storm
4321,T. Depression
4322,T. Depression
4323,Category 3
4324,T. Storm
4325,T. Depression
4326,Category 3
4327,T. Storm
4328,T. Storm
4329,T. Depression
4330,Category 1
4331,T. Storm
4332,T. Storm
4333,T. Storm
4334,Category 3
4335,T. Storm
4336,T. Depression
4337,T. Depression
4338,T. Storm
4339,T. Storm
4340,T. Depression
4341,T. Depression
4342,Category 2
4343,T. Storm
4344,Category 2
4345,T. Storm
4346,Category 3
4347,T. Depression
4348,T. Storm
4349,Category 3
4350,T. Storm
4351,Category 3
4352,T. Depression
4353,T. Storm
4354,Category 3
4355,Category 1
4356,T. Depression
4357,T. Storm
4358,T. Depression
4359,Category 1
4360,T. Depression
4361,T. Depression
4362,T. Storm
4363,T. Depression
4364,T. Depression
4365,T. Depression
4366,Category 3
4367,T. Storm
4368,Category 1
4369,Category 3
4370,T. Storm
4371,T. Storm
4372,Category 2
4373,T. Storm
4374,T. Depression
4375,T. Depression
4376,Category 1
4377,T. Storm
4378,T. Storm
4379,Category 3
4380,T. Storm
4381,Category 3
4382,T. Depression
4383,Category 3
4384,T. Storm
4385,T. Depression
4386,Category 3
4387,Category 3
4388,T. Depression
4389,Category 1
4390,T. Depression
4391,T. Depression
4392,T. Depression
4393,T. Storm
4394,T. Storm
4395,Category 1
4396,Category 2
4397,T. Storm
4398,T. Depression
4399,Category 1
4400,Category 3
4401,Category 3
4402,T. Depression
4403,T. Depression
4404,T. Depression
4405,T. Depression
4406,T. Storm
4407,Category 3
4408,Category 2
4409,T. Depression
4410,T. Depression
4411,T. Depression
4412,T. Storm
4413,T. Storm
4414,Category 3
4415,Category 3
4416,T. Depression
4417,T. Depression
4418,Category 1
4419,T. Storm
4420,T. Depression
4421,T. Depression
4422,T. Storm
4423,Category 2
4424,T. Storm
4425,Category 1
4426,T. Depression
4427,T. Depression
4428,Category 2
4429,Category 3
4430,T. Depression
4431,Category 2
4432,T. Depression
4433,Category 1
4434,T. Depression
4435,T. Storm
4436,T. Depression
4437,T. Depression
4438,Category 3
4439,T. Depression
4440,Category 3
4441,T. Storm
4442,T. Depression
4443,T. Storm
4444,T. Storm
4445,Category 3
4446,T. Storm
4447,T. Depression
4448,T. Depression
4449,T. Storm
4450,Category 3
4451,Category 1
4452,T. Depression
4453,Category 2
4454,Category 1
4455,Category 2
4456,T. Depression
4457,Category 3
4458,T. Storm
4459,T. Depression
4460,Category 2
4461,T. Depression
4462,T. Depression
4463,Category 1
4464,Category 1
4465,T. Depression
4466,T. Storm
4467,Category 2
4468,T. Storm
4469,T. Storm
4470,T. Storm
4471,Category 1
4472,T. Depression
4473,Category 1
4474,T. Depression
4475,Category 3
4476,T. Depression
4477,T. Storm
4478,T. Depression
4479,T. Depression
4480,T. Storm
4481,T. Depression
4482,T. Depression
4483,T. Depression
4484,T. Storm
4485,T. Depression
4486,Category 1
4487,Category 3
4488,Category 3
4489,T. Depression
4490,T. Depression
4491,T. Depression
4492,Category 3
4493,T. Storm
4494,Category 3
4495,T. Storm
4496,T. Storm
4497,T. Depression
4498,Category 2
4499,Category 3
4500,Category 1
4501,T. Depression
4502,T. Storm
4503,T. Depression
4504,T. Depression
4505,T. Storm
4506,Category 3
4507,T. Depression
4508,Category 3
4509,T. Storm
4510,T. Storm
4511,T. Depression
4512,T. Depression
4513,Category 3
4514,Category 3
4515,T. Depression
4516,T. Depression
4517,T. Storm
4518,Category 3
4519,T. Storm
4520,T. Storm
4521,T. Storm
4522,Category 2
4523,T. Depression
4524,T. Storm
4525,T. Depression
4526,T. Depression
4527,Category 3
4528,Category 3
4529,T. Depression
4530,T. Storm
4531,T. Depression
4532,T. Depression
4533,T. Storm
4534,T. Storm
4535,T. Storm
4536,T. Storm
4537,T. Storm
4538,T. Depression
4539,Category 2
4540,T. Depression
4541,T. Depression
4542,Category 2
4543,T. Storm
4544,T. Storm
4545,T. Depression
4546,T. Depression
4547,Category 3
4548,Category 3
4549,Category 2
4550,T. Storm
4551,T. Storm
4552,Category 3
4553,T. Storm
4554,T. Depression
4555,T. Depression
4556,T. Storm
4557,T. Storm
4558,T. Depression
4559,T. Storm
4560,T. Depression
4561,T. Depression
4562,T. Storm
4563,Category 3
4564,T. Storm
4565,T. Storm
4566,Category 3
4567,T. Depression
4568,Category 2
4569,T. Depression
4570,Category 1
4571,T. Depression
4572,T. Storm
4573,T. Depression
4574,Category 3
4575,T. Depression
4576,T. Depression
4577,T. Storm
4578,T. Storm
4579,Category 1
4580,T. Storm
4581,T. Storm
4582,T. Depression
4583,T. Storm
4584,T. Depression
4585,Category 3
4586,T. Depression
4587,T. Storm
4588,Category 3
4589,T. Storm
4590,T. Storm
4591,Category 2
4592,Category 3
4593,T. Depression
4594,T. Storm
4595,Category 1
4596,T. Depression
4597,T. Depression
4598,T. Depression
4599,Category 2
4600,T. Depression
4601,T. Depression
4602,T. Depression
4603,Category 1
4604,Category 1
4605,T. Depression
4606,Category 3
4607,T. Depression
4608,T. Storm
4609,T. Depression
4610,Category 3
4611,Category 3
4612,T. Depression
4613,Category 3
4614,T. Storm
4615,T. Depression
4616,T. Depression
4617,Category 3
4618,T. Depression
4619,T. Depression
4620,T. Depression
4621,Category 1
4622,Category 3
4623,Category 3
4624,Category 3
4625,Category 2
4626,T. Depression
4627,T. Storm
4628,T. Storm
4629,Category 3
4630,T. Depression
4631,T. Depression
4632,T. Depression
4633,T. Storm
4634,T. Depression
4635,T. Storm
4636,T. Storm
4637,Category 3
4638,T. Depression
4639,Category 1
4640,T. Depression
4641,T. Depression
4642,T. Depression
4643,T. Storm
4644,Category 3
4645,T. Storm
4646,T. Storm
4647,Category 1
4648,T. Storm
4649,Category 3
4650,T. Depression
4651,Category 3
4652,T. Depression
4653,T. Storm
4654,Category 2
4655,T. Depression
4656,T. Storm
4657,Category 1
4658,T. Depression
4659,T. Depression
4660,T. Depression
4661,T. Depression
4662,T. Storm
4663,T. Storm
4664,T. Depression
4665,T. Depression
4666,T. Depression
4667,Category 3
4668,Category 3
4669,Category 1
4670,T. Storm
4671,T. Depression
4672,T. Storm
4673,T. Depression
4674,T. Depression
4675,Category 1
4676,Category 3
4677,T. Storm
4678,Category 3
4679,T. Storm
4680,T. Depression
4681,Category 3
4682,T. Depression
4683,Category 2
4684,Category 1
4685,Category 3
4686,Category 2
4687,Category 3
4688,T. Storm
4689,T. Depression
4690,Category 3
4691,Category 3
4692,T. Storm
4693,T. Depression
4694,Category 2
4695,T. Storm
4696,T. Depression
4697,Category 3
4698,Category 3
4699,T. Storm
4700,Category 1
4701,Category 3
4702,T. Depression
4703,Category 3
4704,T. Depression
4705,Category 1
4706,T. Storm
4707,T. Depression
4708,T. Depression
4709,T. Depression
4710,T. Depression
4711,T. Depression
4712,T. Storm
4713,Category 3
4714,T. Storm
4715,Category 2
4716,Category 3
4717,Category 3
4718,T. Storm
4719,T. Storm
4720,T. Storm
4721,T. Depression
4722,T. Storm
4723,T. Depression
4724,Category 3
4725,T. Depression
4726,T. Storm
4727,T. Storm
4728,T. Storm
4729,Category 3
4730,Category 1
4731,T. Depression
4732,T. Storm
4733,T. Storm
4734,Category 1
4735,T. Depression
4736,T. Storm
4737,T. Storm
4738,T. Storm
4739,T. Depression
4740,T. Storm
4741,Category 2
4742,Category 1
4743,T. Storm
4744,T. Storm
4745,T. Storm
4746,Category 3
4747,T. Storm
4748,T. Storm
4749,T. Storm
4750,T. Depression
4751,T. Storm
4752,T. Storm
4753,T. Depression
4754,Category 3
4755,T. Depression
4756,Category 2
4757,Category 3
4758,T. Storm
4759,T. Depression
4760,Category 1
4761,Category 1
4762,Category 3
4763,Category 3
4764,Category 3
4765,Category 1
4766,Category 1
4767,Category 2
4768,Category 1
4769,T. Depression
4770,Category 2
4771,T. Storm
4772,T. Depression
4773,T. Storm
4774,T. Storm
4775,Category 2
4776,T. Storm
4777,Category 1
4778,Category 3
4779,T. Storm
4780,T. Storm
4781,T. Storm
4782,Category 1
4783,T. Depression
4784,T. Depression
4785,Category 3
4786,T. Depression
4787,T. Storm
4788,T. Depression
4789,T. Depression
4790,T. Depression
4791,T. Depression
4792,Category 3
4793,T. Storm
4794,Category 3
4795,T. Depression
4796,T. Storm
4797,Category 2
4798,T. Storm
4799,Category 3
4800,T. Storm
4801,T. Storm
4802,T. Storm
4803,T. Depression
4804,Category 3
4805,Category 3
4806,T. Depression
4807,T. Depression
4808,Category 3
4809,Category 1
4810,T. Depression
4811,T. Depression
4812,Category 2
4813,T. Depression
4814,Category 1
4815,T. Storm
4816,T. Depression
4817,T. Depression
4818,Category 3
4819,Category 1
4820,T. Depression
4821,Category 1
4822,T. Depression
4823,Category 3
4824,T. Storm
4825,Category 3
4826,Category 3
4827,Category 1
4828,T. Storm
4829,T. Depression
4830,Category 2
4831,Category 3
4832,Category 2
4833,Category 1
4834,Category 1
4835,T. Depression
4836,T. Depression
4837,Category 3
4838,Category 3
4839,T. Storm
4840,T. Storm
4841,T. Depression
4842,T. Storm
4843,T. Depression
4844,Category 3
4845,T. Storm
4846,T. Storm
4847,T. Storm
4848,T. Storm
4849,Category 3
4850,T. Depression
4851,T. Storm
4852,Category 1
4853,Category 1
4854,T. Depression
4855,T. Storm
4856,T. Storm
4857,T. Storm
4858,T. Depression
4859,T. Storm
4860,T. Depression
4861,Category 1
4862,Category 2
4863,T. Storm
4864,Category 1
4865,T. Depression
4866,T. Depression
4867,T. Storm
4868,Category 1
4869,T. Depression
4870,T. Depression
4871,T. Storm
4872,T. Depression
4873,T. Depression
4874,T. Storm
4875,T. Storm
4876,T. Storm
4877,T. Depression
4878,T. Storm
4879,T. Depression
4880,T. Depression
4881,T. Storm
4882,T. Depression
4883,Category 1
4884,T. Depression
4885,T. Storm
4886,T. Depression
4887,Category 2
4888,T. Depression
4889,T. Storm
4890,Category 3
4891,T. Storm
4892,T. Storm
4893,T. Storm
4894,T. Storm
4895,T. Depression
4896,Category 3
4897,Category 1
4898,T. Depression
4899,Category 1
4900,Category 2
4901,Category 1
4902,T. Storm
4903,T. Storm
4904,Category 1
4905,T. Storm
4906,T. Storm
4907,T. Depression
4908,T. Depression
4909,Category 3
4910,T. Depression
4911,T. Storm
4912,Category 2
4913,Category 1
4914,T. Depression
4915,T. Depression
4916,T. Storm
4917,T. Storm
4918,T. Storm
4919,T. Depression
4920,Category 3
4921,Category 1
4922,T. Storm
4923,T. Storm
4924,Category 3
4925,T. Storm
4926,T. Depression
4927,Category 1
4928,T. Storm
4929,Category 2
4930,T. Depression
4931,Category 1
4932,T. Depression
4933,T. Depression
4934,Category 2
4935,Category 2
4936,Category 2
4937,Category 3
4938,T. Depression
4939,T. Depression
4940,T. Depression
4941,T. Storm
4942,T. Depression
4943,T. Storm
4944,T. Storm
4945,T. Storm
4946,T. Depression
4947,T. Depression
4948,T. Depression
4949,Category 2
4950,Category 1
4951,T. Storm
4952,T. Storm
4953,T. Depression
4954,T. Depression
4955,T. Depression
4956,T. Storm
4957,Category 3
4958,Category 1
4959,Category 3
4960,T. Depression
4961,T. Depression
4962,T. Storm
4963,Category 3
