,Wind Speed
6954,Category 1
6955,T. Storm
6956,T. Storm
6957,Category 2
6958,T. Depression
6959,T. Depression
6960,T. Storm
6961,T. Storm
6962,T. Storm
6963,T. Storm
6964,T. Storm
6965,Category 1
6966,Category 1
6967,T. Depression
6968,T. Depression
6969,T. Storm
6970,T. Storm
6971,Category 1
6972,T. Storm
6973,T. Storm
6974,T. Storm
6975,T. Storm
6976,Category 1
6977,T. Depression
6978,T. Storm
6979,T. Depression
6980,T. Depression
6981,T. Storm
6982,T. Storm
6983,T. Storm
6984,T. Storm
6985,Category 1
6986,T. Depression
6987,T. Depression
6988,T. Depression
6989,T. Storm
6990,Category 2
6991,T. Storm
6992,T. Depression
6993,T. Storm
6994,T. Depression
6995,T. Storm
6996,T. Depression
6997,T. Depression
6998,T. Depression
6999,T. Depression
7000,Category 1
7001,T. Storm
7002,T. Storm
7003,T. Depression
7004,T. Storm
7005,T. Storm
7006,T. Storm
7007,T. Storm
7008,T. Storm
7009,Category 1
7010,T. Depression
7011,T. Depression
7012,Category 1
7013,T. Storm
7014,T. Depression
7015,Category 3
7016,Category 3
7017,T. Depression
7018,T. Storm
7019,T. Storm
7020,T. Storm
7021,T. Storm
7022,Category 3
7023,T. Storm
7024,T. Depression
7025,T. Storm
7026,Category 1
7027,T. Depression
7028,Category 1
7029,T. Storm
7030,T. Storm
7031,T. Storm
7032,T. Depression
7033,T. Depression
7034,Category 3
7035,T. Depression
7036,Category 1
7037,T. Depression
7038,T. Storm
7039,T. Storm
7040,Category 3
7041,T. Depression
7042,T. Storm
7043,T. Depression
7044,T. Depression
7045,Category 1
7046,Category 1
7047,T. Depression
7048,T. Storm
7049,T. Depression
7050,Category 1
7051,T. Depression
7052,T. Depression
7053,T. Depression
7054,T. Depression
7055,T. Storm
7056,T. Storm
7057,T. Depression
7058,T. Depression
7059,T. Storm
7060,T. Storm
7061,T. Depression
7062,Category 3
7063,Category 3
7064,T. Depression
7065,Category 1
7066,T. Depression
7067,T. Storm
7068,T. Storm
7069,T. Storm
7070,T. Depression
7071,T. Storm
7072,T. Depression
7073,T. Storm
7074,T. Storm
7075,T. Storm
7076,T. Storm
7077,T. Depression
7078,T. Storm
7079,T. Depression
7080,T. Storm
7081,T. Storm
7082,T. Storm
7083,T. Storm
7084,Category 1
7085,T. Storm
7086,T. Storm
7087,T. Depression
7088,Category 1
7089,T. Storm
7090,T. Depression
7091,T. Storm
7092,T. Storm
7093,Category 1
7094,T. Storm
7095,T. Storm
7096,T. Depression
7097,T. Storm
7098,T. Depression
7099,Category 1
7100,Category 1
7101,T. Depression
7102,Category 3
7103,T. Depression
7104,T. Depression
7105,T. Storm
7106,T. Depression
7107,T. Storm
7108,Category 1
7109,T. Depression
7110,T. Storm
7111,T. Storm
7112,T. Storm
7113,T. Storm
7114,T. Storm
7115,T. Storm
7116,Category 3
7117,T. Storm
7118,Category 1
7119,T. Storm
7120,T. Storm
7121,T. Storm
7122,Category 2
7123,T. Depression
7124,T. Depression
7125,T. Storm
7126,T. Storm
7127,T. Depression
7128,T. Depression
7129,Category 3
7130,Category 3
7131,Category 1
7132,Category 1
7133,Category 1
7134,T. Storm
7135,T. Depression
7136,T. Storm
7137,Category 1
7138,T. Storm
7139,T. Depression
7140,T. Storm
7141,T. Storm
7142,T. Storm
7143,Category 3
7144,Category 1
7145,Category 3
7146,T. Depression
7147,T. Depression
7148,T. Storm
7149,T. Depression
7150,T. Storm
7151,Category 2
7152,T. Depression
7153,T. Storm
7154,T. Storm
7155,T. Depression
7156,T. Storm
7157,T. Storm
7158,T. Storm
7159,T. Depression
7160,Category 3
7161,T. Depression
7162,T. Depression
7163,Category 2
7164,T. Storm
7165,T. Storm
7166,T. Storm
7167,T. Depression
7168,T. Storm
7169,T. Depression
7170,Category 1
7171,Category 3
7172,T. Storm
7173,T. Storm
7174,Category 1
7175,Category 1
7176,Category 1
7177,T. Storm
7178,T. Depression
7179,T. Storm
7180,T. Depression
7181,T. Depression
7182,T. Storm
7183,T. Depression
7184,Category 3
7185,T. Storm
7186,T. Depression
7187,T. Storm
7188,T. Depression
7189,T. Storm
7190,Category 3
7191,T. Storm
7192,T. Storm
7193,T. Depression
7194,T. Storm
7195,T. Depression
7196,T. Depression
7197,T. Storm
7198,T. Storm
7199,T. Storm
7200,T. Storm
7201,Category 2
7202,Category 3
7203,T. Storm
7204,T. Storm
7205,T. Depression
7206,T. Depression
7207,T. Storm
7208,T. Storm
7209,T. Depression
7210,T. Storm
7211,Category 1
7212,T. Storm
7213,T. Storm
7214,T. Depression
7215,T. Storm
7216,T. Storm
7217,T. Depression
7218,T. Depression
7219,T. Storm
7220,T. Depression
7221,T. Storm
7222,T. Storm
7223,T. Storm
7224,Category 1
7225,T. Depression
7226,T. Depression
7227,T. Storm
7228,T. Storm
7229,T. Depression
7230,T. Storm
7231,T. Storm
7232,T. Storm
7233,Category 1
7234,T. Depression
7235,Category 1
7236,Category 1
7237,T. Storm
7238,T. Storm
7239,T. Depression
7240,T. Depression
7241,Category 1
7242,T. Storm
7243,T. Storm
7244,T. Storm
7245,T. Storm
7246,T. Depression
7247,T. Depression
7248,Category 1
7249,T. Depression
7250,T. Storm
7251,T. Storm
7252,T. Storm
7253,Category 1
7254,Category 2
7255,T. Storm
7256,T. Storm
7257,T. Storm
7258,T. Depression
7259,T. Storm
7260,T. Storm
7261,T. Storm
7262,T. Depression
7263,T. Storm
7264,T. Storm
7265,T. Storm
7266,Category 1
7267,T. Depression
7268,T. Depression
7269,T. Depression
7270,T. Storm
7271,T. Storm
7272,T. Storm
7273,T. Storm
7274,T. Depression
7275,T. Storm
7276,T. Storm
7277,T. Storm
7278,Category 1
7279,Category 1
7280,Category 3
7281,T. Depression
7282,Category 2
7283,T. Storm
7284,Category 1
7285,T. Depression
7286,Category 1
7287,T. Storm
7288,T. Storm
7289,T. Storm
7290,T. Depression
7291,T. Storm
7292,Category 1
7293,T. Storm
7294,Category 3
7295,T. Storm
7296,T. Depression
7297,T. Depression
7298,T. Storm
7299,T. Storm
7300,Category 2
7301,T. Storm
7302,T. Depression
7303,T. Depression
7304,Category 1
7305,T. Depression
7306,Category 3
7307,Category 3
7308,T. Storm
7309,T. Storm
7310,T. Storm
7311,T. Depression
7312,T. Storm
7313,T. Storm
7314,Category 3
7315,T. Depression
7316,Category 3
7317,T. Storm
7318,T. Depression
7319,T. Storm
7320,Category 1
7321,T. Storm
7322,T. Depression
7323,T. Depression
7324,T. Storm
7325,T. Storm
7326,T. Storm
7327,T. Storm
7328,Category 2
7329,T. Depression
7330,T. Depression
7331,T. Storm
7332,T. Storm
7333,Category 1
7334,T. Storm
7335,T. Depression
7336,T. Depression
7337,T. Depression
7338,Category 3
7339,Category 2
7340,Category 2
7341,T. Depression
7342,T. Storm
7343,T. Storm
7344,Category 3
7345,Category 1
7346,T. Depression
7347,T. Depression
7348,T. Depression
7349,T. Storm
7350,T. Depression
7351,Category 2
7352,T. Depression
7353,T. Storm
7354,Category 3
7355,T. Storm
7356,Category 1
7357,T. Depression
7358,Category 2
7359,T. Storm
7360,T. Storm
7361,Category 1
7362,T. Depression
7363,T. Storm
7364,T. Storm
7365,Category 1
7366,T. Storm
7367,T. Storm
7368,T. Depression
7369,T. Depression
7370,T. Storm
7371,T. Depression
7372,T. Depression
7373,T. Storm
7374,Category 1
7375,T. Storm
7376,Category 1
7377,Category 1
7378,T. Storm
7379,T. Depression
7380,Category 3
7381,T. Depression
7382,T. Storm
7383,T. Depression
7384,T. Storm
7385,T. Storm
7386,Category 1
7387,T. Storm
7388,T. Depression
7389,T. Storm
7390,T. Storm
7391,T. Depression
7392,T. Storm
7393,T. Storm
7394,T. Storm
7395,T. Storm
7396,T. Storm
7397,T. Storm
7398,T. Storm
7399,T. Storm
7400,T. Storm
7401,Category 1
7402,Category 1
7403,Category 1
7404,T. Depression
7405,T. Storm
7406,T. Depression
7407,T. Depression
7408,T. Storm
7409,T. Depression
7410,Category 1
7411,T. Depression
7412,Category 1
7413,T. Depression
7414,T. Storm
7415,T. Depression
7416,T. Storm
7417,T. Depression
7418,Category 3
7419,Category 3
7420,T. Storm
7421,T. Storm
7422,Category 1
7423,T. Storm
7424,T. Depression
7425,T. Depression
7426,T. Storm
7427,T. Depression
7428,T. Storm
7429,T. Storm
7430,T. Depression
7431,T. Depression
7432,Category 1
7433,T. Depression
7434,T. Depression
7435,T. Storm
7436,Category 3
7437,T. Depression
7438,Category 3
7439,T. Depression
7440,T. Storm
7441,T. Storm
7442,T. Storm
7443,T. Depression
7444,T. Storm
7445,Category 1
7446,T. Depression
7447,T. Storm
7448,T. Storm
7449,Category 3
7450,T. Storm
7451,T. Depression
7452,T. Storm
7453,T. Depression
7454,Category 1
7455,T. Depression
7456,T. Storm
7457,T. Storm
7458,T. Storm
7459,Category 3
7460,T. Storm
7461,T. Storm
7462,T. Storm
7463,T. Depression
7464,T. Depression
7465,T. Depression
7466,T. Storm
7467,T. Depression
7468,Category 2
7469,T. Storm
7470,T. Storm
7471,T. Storm
7472,T. Depression
7473,T. Storm
7474,T. Depression
7475,T. Storm
7476,T. Depression
7477,Category 1
7478,T. Depression
7479,T. Depression
7480,T. Storm
7481,T. Storm
7482,T. Storm
7483,Category 3
7484,Category 2
7485,T. Depression
7486,Category 1
7487,T. Depression
7488,Category 1
7489,T. Storm
7490,T. Storm
7491,Category 3
7492,T. Storm
7493,Category 3
7494,T. Storm
7495,T. Depression
7496,T. Storm
7497,T. Depression
7498,T. Storm
7499,T. Storm
7500,T. Depression
7501,T. Storm
7502,T. Storm
7503,T. Storm
7504,T. Storm
7505,T. Storm
7506,T. Storm
7507,Category 3
7508,T. Storm
7509,T. Storm
7510,T. Depression
7511,T. Depression
7512,T. Storm
7513,T. Depression
7514,T. Storm
7515,T. Depression
7516,T. Storm
7517,T. Storm
7518,T. Depression
7519,T. Storm
7520,Category 3
7521,T. Depression
7522,T. Depression
7523,T. Depression
7524,T. Storm
7525,T. Depression
7526,T. Storm
7527,T. Storm
7528,T. Storm
7529,T. Storm
7530,T. Storm
7531,T. Depression
7532,T. Storm
7533,T. Depression
7534,Category 2
7535,T. Depression
7536,T. Storm
7537,T. Storm
7538,T. Storm
7539,T. Storm
7540,Category 1
7541,T. Storm
7542,Category 3
7543,Category 1
7544,T. Depression
7545,T. Storm
7546,T. Storm
7547,T. Storm
7548,Category 1
7549,T. Storm
7550,T. Storm
7551,T. Storm
7552,Category 1
7553,T. Storm
7554,T. Depression
7555,Category 1
7556,T. Depression
7557,T. Storm
7558,T. Depression
7559,T. Storm
7560,T. Depression
7561,T. Depression
7562,T. Storm
7563,T. Depression
7564,T. Storm
7565,T. Storm
7566,T. Storm
7567,T. Storm
7568,T. Depression
7569,T. Storm
7570,T. Storm
7571,T. Storm
7572,Category 1
7573,T. Storm
7574,T. Depression
7575,T. Storm
7576,T. Depression
7577,T. Depression
7578,T. Storm
7579,T. Depression
7580,T. Depression
7581,T. Depression
7582,Category 3
7583,T. Depression
7584,T. Storm
7585,T. Storm
7586,T. Storm
7587,T. Storm
7588,Category 1
7589,T. Storm
7590,T. Storm
7591,T. Depression
7592,T. Depression
7593,Category 1
7594,Category 3
7595,Category 3
7596,Category 3
7597,Category 2
7598,Category 3
7599,Category 2
7600,T. Depression
7601,T. Depression
7602,T. Storm
7603,T. Storm
7604,T. Storm
7605,T. Storm
7606,T. Depression
7607,T. Storm
7608,T. Depression
7609,T. Storm
7610,T. Storm
7611,Category 3
7612,T. Storm
7613,T. Storm
7614,T. Storm
7615,T. Storm
7616,T. Depression
7617,T. Storm
7618,T. Depression
7619,T. Storm
7620,Category 1
7621,Category 3
7622,T. Depression
7623,Category 3
7624,T. Depression
7625,Category 3
7626,T. Storm
7627,T. Storm
7628,T. Depression
7629,T. Storm
7630,T. Depression
7631,T. Storm
7632,Category 1
7633,T. Storm
7634,Category 3
7635,T. Depression
7636,Category 3
7637,Category 1
7638,T. Storm
7639,T. Depression
7640,Category 1
7641,Category 2
7642,Category 1
7643,T. Storm
7644,T. Storm
7645,T. Storm
7646,T. Storm
7647,T. Depression
7648,T. Storm
7649,Category 1
7650,T. Storm
7651,T. Storm
7652,T. Storm
7653,T. Storm
7654,T. Storm
7655,T. Storm
7656,T. Depression
7657,T. Depression
7658,T. Storm
7659,T. Storm
7660,T. Depression
7661,T. Depression
7662,T. Storm
7663,Category 2
7664,T. Storm
7665,T. Storm
7666,Category 1
7667,T. Storm
7668,Category 1
7669,T. Storm
7670,T. Storm
7671,Category 1
7672,T. Storm
7673,Category 3
7674,T. Storm
7675,T. Storm
7676,T. Storm
7677,T. Storm
7678,T. Storm
7679,Category 3
7680,Category 3
7681,T. Storm
7682,T. Storm
7683,T. Storm
7684,T. Storm
7685,Category 1
7686,Category 1
7687,Category 3
7688,T. Depression
7689,T. Storm
7690,T. Depression
7691,T. Depression
7692,T. Storm
7693,T. Storm
7694,T. Depression
7695,T. Storm
7696,T. Storm
7697,Category 1
7698,T. Storm
7699,T. Storm
7700,T. Depression
7701,T. Depression
7702,Category 1
7703,T. Depression
7704,T. Depression
7705,Category 1
7706,T. Storm
7707,T. Storm
7708,Category 3
7709,Category 1
7710,T. Depression
7711,T. Depression
7712,T. Depression
7713,T. Depression
7714,T. Storm
7715,T. Storm
7716,T. Storm
7717,T. Storm
7718,T. Depression
7719,T. Storm
7720,T. Storm
7721,T. Storm
7722,T. Storm
7723,Category 3
7724,T. Storm
7725,T. Depression
7726,T. Depression
7727,T. Depression
7728,T. Storm
7729,T. Storm
7730,T. Storm
7731,T. Storm
7732,Category 2
7733,T. Storm
7734,T. Storm
7735,T. Storm
7736,Category 3
7737,Category 2
7738,Category 3
7739,T. Storm
7740,Category 1
7741,T. Storm
7742,Category 2
7743,T. Storm
7744,T. Storm
7745,T. Depression
7746,Category 1
7747,T. Depression
7748,T. Depression
7749,Category 2
7750,Category 3
7751,T. Storm
7752,T. Depression
7753,T. Storm
7754,T. Depression
7755,T. Storm
7756,T. Storm
7757,T. Storm
7758,T. Depression
7759,Category 3
7760,T. Storm
7761,T. Depression
7762,T. Storm
7763,T. Depression
7764,Category 1
7765,Category 3
7766,T. Storm
7767,T. Storm
7768,T. Storm
7769,Category 1
7770,T. Storm
7771,Category 1
7772,T. Depression
7773,T. Depression
7774,T. Depression
7775,T. Storm
7776,T. Depression
7777,T. Storm
7778,T. Depression
7779,T. Depression
7780,T. Depression
7781,T. Depression
7782,T. Storm
7783,Category 3
7784,T. Storm
7785,Category 1
7786,T. Storm
7787,Category 1
7788,T. Storm
7789,T. Storm
7790,Category 2
7791,Category 1
7792,T. Storm
7793,T. Depression
7794,Category 3
7795,T. Depression
7796,Category 1
7797,Category 1
7798,T. Storm
7799,T. Storm
7800,T. Depression
7801,T. Depression
7802,T. Storm
7803,T. Storm
7804,T. Depression
7805,Category 3
7806,T. Storm
7807,T. Storm
7808,T. Depression
7809,T. Storm
7810,T. Storm
7811,T. Depression
7812,Category 1
7813,T. Depression
7814,Category 3
7815,T. Depression
7816,T. Depression
7817,T. Storm
7818,T. Storm
7819,T. Storm
7820,T. Depression
7821,T. Depression
7822,Category 3
7823,Category 1
7824,T. Storm
7825,T. Depression
7826,T. Storm
7827,T. Storm
7828,T. Depression
7829,T. Depression
7830,T. Storm
7831,T. Storm
7832,T. Storm
7833,Category 3
7834,T. Storm
7835,Category 2
7836,T. Storm
7837,T. Depression
7838,T. Depression
7839,T. Storm
7840,Category 1
7841,T. Storm
7842,Category 1
7843,T. Storm
7844,T. Storm
7845,T. Storm
7846,Category 1
7847,T. Storm
7848,Category 3
7849,T. Storm
7850,Category 2
7851,T. Depression
7852,T. Storm
7853,T. Depression
7854,Category 1
7855,T. Storm
7856,T. Storm
7857,T. Storm
7858,Category 2
7859,T. Depression
7860,Category 3
7861,T. Storm
7862,T. Storm
7863,T. Depression
7864,Category 1
7865,T. Storm
7866,T. Storm
7867,T. Depression
7868,Category 3
7869,T. Storm
7870,T. Storm
7871,T. Storm
7872,T. Depression
7873,T. Storm
7874,T. Depression
7875,T. Storm
7876,T. Storm
7877,Category 1
7878,T. Storm
7879,Category 2
7880,T. Storm
7881,T. Storm
7882,T. Storm
7883,Category 2
7884,Category 3
7885,T. Storm
7886,T. Depression
7887,T. Storm
7888,T. Depression
7889,Category 1
7890,T. Storm
7891,T. Depression
7892,T. Depression
7893,T. Storm
7894,T. Depression
7895,T. Depression
7896,T. Depression
7897,T. Depression
7898,T. Storm
7899,Category 2
7900,Category 3
7901,Category 3
7902,T. Storm
7903,T. Depression
7904,T. Depression
7905,T. Depression
7906,T. Storm
7907,T. Storm
7908,T. Depression
7909,Category 1
7910,Category 1
7911,T. Storm
7912,T. Storm
7913,Category 2
7914,T. Depression
7915,T. Depression
7916,T. Depression
7917,T. Storm
7918,Category 1
7919,T. Storm
7920,T. Storm
7921,T. Storm
7922,T. Storm
7923,Category 1
7924,Category 1
7925,T. Storm
7926,T. Storm
7927,T. Storm
7928,T. Storm
7929,T. Storm
7930,T. Depression
7931,Category 2
7932,T. Depression
7933,T. Storm
7934,T. Storm
7935,T. Storm
7936,Category 3
7937,T. Depression
7938,T. Depression
7939,T. Depression
7940,T. Storm
7941,T. Depression
7942,T. Storm
7943,T. Storm
7944,T. Depression
7945,Category 3
7946,T. Storm
7947,T. Storm
7948,T. Depression
7949,Category 1
7950,T. Storm
7951,T. Depression
7952,T. Storm
7953,T. Storm
7954,T. Storm
7955,T. Storm
7956,Category 1
7957,T. Storm
7958,T. Storm
7959,T. Storm
7960,T. Depression
7961,Category 1
7962,T. Depression
7963,T. Storm
7964,T. Storm
7965,T. Depression
7966,Category 3
7967,Category 1
7968,T. Depression
7969,T. Depression
7970,Category 3
7971,T. Depression
7972,T. Storm
7973,T. Storm
7974,T. Depression
7975,T. Depression
7976,T. Storm
7977,T. Storm
7978,Category 2
7979,T. Storm
7980,T. Storm
7981,T. Depression
7982,Category 3
7983,T. Depression
7984,Category 3
7985,T. Depression
7986,T. Storm
7987,T. Depression
7988,Category 1
7989,T. Storm
7990,T. Storm
7991,T. Storm
7992,T. Storm
7993,T. Storm
7994,Category 2
7995,T. Depression
7996,Category 1
7997,T. Depression
7998,T. Depression
7999,T. Depression
8000,Category 1
8001,T. Storm
8002,T. Storm
8003,T. Depression
8004,T. Storm
8005,Category 1
8006,T. Storm
8007,T. Storm
8008,T. Storm
8009,Category 3
8010,T. Storm
8011,Category 1
8012,T. Depression
8013,T. Storm
8014,T. Storm
8015,T. Storm
8016,Category 1
8017,Category 1
8018,T. Storm
8019,Category 3
8020,Category 1
8021,T. Storm
8022,T. Depression
8023,Category 3
8024,T. Storm
8025,T. Storm
8026,T. Depression
8027,T. Storm
8028,T. Depression
8029,Category 3
8030,Category 1
8031,T. Storm
8032,T. Depression
8033,T. Depression
8034,T. Storm
8035,T. Depression
8036,T. Depression
8037,T. Storm
8038,T. Storm
8039,Category 1
8040,T. Storm
8041,T. Storm
8042,T. Storm
8043,T. Storm
8044,T. Storm
8045,Category 1
8046,Category 3
8047,Category 1
8048,T. Depression
8049,T. Depression
8050,T. Storm
8051,T. Depression
8052,T. Depression
8053,Category 2
8054,T. Storm
8055,Category 3
8056,Category 1
8057,T. Depression
8058,T. Storm
8059,T. Storm
8060,T. Storm
8061,T. Storm
8062,T. Storm
8063,T. Storm
8064,T. Storm
8065,T. Depression
8066,Category 1
8067,T. Depression
8068,T. Depression
8069,T. Depression
8070,T. Depression
8071,T. Depression
8072,T. Storm
8073,Category 3
8074,Category 2
8075,T. Storm
8076,T. Depression
8077,T. Storm
8078,T. Storm
8079,T. Storm
8080,Category 2
8081,Category 3
8082,Category 1
8083,Category 2
8084,T. Storm
8085,T. Depression
8086,T. Storm
8087,T. Storm
8088,T. Depression
8089,Category 1
8090,T. Depression
8091,T. Depression
8092,Category 1
8093,T. Storm
8094,T. Storm
8095,T. Storm
8096,Category 1
8097,T. Storm
8098,T. Storm
8099,T. Storm
8100,T. Storm
8101,T. Depression
8102,T. Storm
8103,T. Depression
8104,T. Storm
8105,T. Depression
8106,Category 1
8107,T. Depression
8108,T. Storm
8109,T. Storm
8110,T. Depression
8111,Category 3
8112,T. Storm
8113,Category 3
8114,T. Depression
8115,T. Depression
8116,T. Storm
8117,T. Storm
8118,T. Storm
8119,T. Storm
8120,T. Depression
8121,T. Storm
8122,T. Storm
8123,T. Depression
8124,T. Storm
8125,T. Storm
8126,Category 1
8127,T. Depression
8128,T. Storm
8129,T. Storm
8130,T. Storm
8131,T. Storm
8132,T. Depression
8133,T. Depression
8134,T. Depression
8135,T. Storm
8136,T. Depression
8137,T. Storm
8138,T. Depression
8139,T. Depression
8140,T. Depression
8141,Category 3
8142,T. Storm
8143,T. Depression
8144,T. Storm
8145,Category 1
8146,Category 1
8147,Category 1
8148,T. Depression
8149,T. Storm
8150,Category 3
8151,T. Storm
8152,T. Storm
8153,Category 1
8154,T. Storm
8155,T. Storm
8156,T. Storm
8157,T. Depression
8158,Category 3
8159,T. Storm
8160,T. Storm
8161,T. Storm
8162,Category 1
8163,T. Storm
8164,Category 3
8165,Category 1
8166,T. Depression
8167,Category 1
8168,T. Storm
8169,T. Depression
8170,Category 1
8171,Category 3
8172,T. Storm
8173,T. Storm
8174,T. Depression
8175,T. Storm
8176,T. Storm
8177,T. Storm
8178,T. Storm
8179,T. Storm
8180,T. Storm
8181,T. Storm
8182,T. Storm
8183,Category 3
8184,T. Depression
8185,Category 3
8186,T. Storm
8187,T. Depression
8188,T. Depression
8189,T. Depression
8190,T. Storm
8191,T. Depression
8192,Category 1
8193,T. Storm
8194,T. Storm
8195,T. Storm
8196,Category 3
8197,T. Storm
8198,T. Depression
8199,T. Depression
8200,T. Storm
8201,T. Storm
8202,T. Storm
8203,T. Storm
8204,T. Storm
8205,Category 3
8206,T. Storm
8207,T. Storm
8208,T. Storm
8209,T. Depression
8210,T. Storm
8211,Category 2
8212,T. Depression
8213,T. Storm
8214,T. Depression
8215,T. Storm
8216,T. Depression
8217,T. Depression
8218,T. Depression
8219,T. Storm
8220,T. Storm
8221,T. Storm
8222,T. Depression
8223,T. Storm
8224,T. Storm
8225,T. Storm
8226,T. Storm
8227,Category 3
8228,T. Storm
8229,T. Storm
8230,T. Depression
8231,T. Depression
8232,Category 1
8233,T. Storm
8234,T. Depression
8235,T. Depression
8236,T. Storm
8237,Category 3
8238,Category 1
8239,T. Storm
8240,T. Depression
8241,Category 1
8242,Category 1
8243,Category 1
8244,T. Depression
8245,T. Storm
8246,Category 3
8247,T. Storm
8248,Category 3
8249,Category 1
8250,T. Depression
8251,Category 1
8252,T. Storm
8253,Category 1
8254,T. Storm
8255,T. Storm
8256,T. Depression
8257,T. Storm
8258,Category 3
8259,T. Storm
8260,T. Depression
8261,T. Storm
8262,T. Storm
8263,T. Storm
8264,T. Depression
8265,T. Storm
8266,T. Depression
8267,T. Storm
8268,T. Depression
8269,T. Storm
8270,Category 1
8271,T. Storm
8272,Category 1
8273,Category 1
8274,T. Depression
8275,T. Storm
8276,T. Storm
8277,T. Depression
8278,Category 1
8279,T. Storm
8280,T. Storm
8281,T. Depression
8282,T. Depression
8283,T. Storm
8284,T. Storm
8285,T. Storm
8286,T. Storm
8287,Category 1
8288,Category 3
8289,T. Depression
8290,Category 1
8291,T. Storm
8292,T. Storm
8293,T. Depression
8294,Category 3
8295,T. Depression
8296,T. Depression
8297,T. Storm
8298,T. Storm
8299,T. Storm
8300,T. Depression
8301,T. Storm
8302,Category 1
8303,T. Storm
8304,Category 1
8305,T. Storm
8306,T. Storm
8307,T. Storm
8308,T. Storm
8309,Category 1
8310,T. Depression
8311,T. Depression
8312,T. Depression
8313,T. Depression
8314,Category 1
8315,T. Storm
8316,Category 2
8317,Category 1
8318,T. Storm
8319,T. Storm
8320,T. Storm
8321,T. Storm
8322,T. Depression
8323,T. Depression
8324,T. Depression
8325,T. Storm
8326,T. Storm
8327,T. Depression
8328,T. Storm
8329,T. Storm
8330,T. Depression
8331,T. Storm
8332,T. Storm
8333,T. Storm
8334,T. Depression
8335,Category 1
8336,T. Storm
8337,T. Depression
8338,T. Storm
8339,T. Storm
8340,T. Depression
8341,T. Storm
8342,T. Storm
8343,T. Storm
8344,T. Storm
8345,T. Depression
8346,T. Depression
8347,T. Storm
8348,Category 1
8349,T. Storm
8350,T. Storm
8351,T. Depression
8352,T. Depression
8353,T. Depression
8354,T. Depression
8355,T. Storm
8356,T. Depression
8357,T. Storm
8358,T. Storm
8359,T. Storm
8360,T. Depression
8361,T. Depression
8362,T. Depression
8363,Category 2
8364,T. Storm
8365,T. Storm
8366,T. Storm
8367,T. Storm
8368,T. Storm
8369,T. Depression
8370,Category 1
8371,T. Storm
8372,T. Storm
8373,Category 3
8374,T. Depression
8375,T. Storm
8376,T. Depression
8377,Category 3
8378,T. Storm
8379,T. Storm
8380,Category 3
8381,T. Depression
8382,Category 3
8383,T. Storm
8384,T. Storm
8385,T. Depression
8386,T. Depression
8387,T. Depression
8388,T. Storm
8389,T. Depression
8390,T. Storm
8391,T. Storm
8392,T. Depression
8393,T. Storm
8394,Category 3
8395,Category 3
8396,T. Storm
8397,T. Storm
8398,T. Depression
8399,Category 3
8400,T. Storm
8401,T. Storm
8402,T. Storm
8403,T. Storm
8404,T. Depression
8405,T. Depression
8406,T. Storm
8407,T. Storm
8408,T. Depression
8409,T. Storm
8410,T. Storm
8411,T. Depression
8412,T. Storm
8413,T. Storm
8414,T. Depression
8415,T. Storm
8416,T. Depression
8417,Category 2
8418,Category 1
8419,T. Storm
8420,T. Storm
8421,Category 3
8422,T. Depression
8423,T. Storm
8424,T. Depression
8425,T. Depression
8426,T. Depression
8427,T. Storm
8428,Category 1
8429,T. Depression
8430,T. Depression
8431,Category 2
8432,Category 1
8433,T. Depression
8434,T. Depression
8435,T. Depression
8436,Category 1
8437,T. Storm
8438,T. Storm
8439,T. Depression
8440,T. Storm
8441,T. Depression
8442,Category 1
8443,Category 1
8444,T. Depression
8445,T. Depression
8446,Category 3
8447,T. Storm
8448,Category 2
8449,T. Storm
8450,T. Depression
8451,Category 3
8452,T. Storm
8453,Category 1
8454,T. Storm
8455,T. Storm
8456,T. Storm
8457,T. Depression
8458,T. Storm
8459,T. Storm
8460,T. Depression
8461,T. Storm
8462,T. Depression
8463,T. Depression
8464,T. Depression
8465,T. Storm
8466,Category 1
8467,T. Storm
8468,T. Storm
8469,T. Depression
8470,T. Depression
8471,T. Storm
8472,T. Storm
8473,T. Storm
8474,T. Storm
8475,T. Depression
8476,T. Storm
8477,T. Storm
8478,Category 3
8479,T. Depression
8480,T. Storm
8481,T. Depression
8482,T. Storm
8483,T. Depression
8484,T. Depression
8485,Category 1
8486,T. Depression
8487,T. Storm
8488,T. Storm
8489,Category 2
8490,T. Depression
8491,Category 3
8492,T. Depression
8493,Category 1
8494,T. Storm
8495,Category 1
8496,T. Depression
8497,T. Storm
8498,Category 1
8499,T. Storm
8500,T. Depression
8501,T. Storm
8502,T. Depression
8503,Category 3
8504,T. Storm
8505,T. Depression
8506,T. Storm
8507,Category 3
8508,Category 2
8509,T. Storm
8510,T. Depression
8511,T. Storm
8512,Category 2
8513,Category 3
8514,T. Storm
8515,T. Storm
8516,T. Depression
8517,T. Storm
8518,T. Storm
8519,Category 3
8520,T. Depression
8521,T. Storm
8522,T. Storm
8523,T. Depression
8524,T. Storm
8525,T. Storm
8526,T. Storm
8527,T. Depression
8528,T. Storm
8529,T. Depression
8530,T. Storm
8531,T. Storm
8532,T. Storm
8533,T. Depression
8534,T. Storm
8535,T. Depression
8536,T. Storm
8537,T. Depression
8538,T. Storm
8539,Category 2
8540,T. Depression
8541,T. Storm
8542,T. Storm
8543,T. Depression
8544,Category 1
8545,T. Depression
8546,T. Depression
8547,T. Storm
